taxid,name,rank
158500,Novosphingobium resinovorum,species
33059,Acidithiobacillus caldus,species
637389,Acidithiobacillus caldus ATCC 51756,genome
1609977,Sphingomonas hengshuiensis,species
119541,Rhodobaca,genus
441209,Rhodobaca barguzinensis,species
595495,Escherichia coli KO11FL,genome
163164,Wolbachia endosymbiont of Drosophila melanogaster,species
449,Legionella hackeliae,species
877500,Arcobacter anaerophilus,species
1241583,Burkholderia pseudomallei NCTC 13179,genome
72407,Klebsiella pneumoniae subsp. pneumoniae KPNIH30,genome
320372,Burkholderia pseudomallei 1710b,genome
1933904,Bartonella sp. WD16.2,species
491916,Rhizobium etli CIAT 652,genome
367190,Yersinia similis,species
264462,Bdellovibrio bacteriovorus HD100,genome
1306787,Alcanivorax pacificus,species
391936,Alcanivorax pacificus W11-5,genome
935599,Neisseria meningitidis G2136 (serogroup B),genome
35791,Rickettsia massiliae,species
416276,Rickettsia massiliae MTU5,genome
930166,Pseudomonas brassicacearum,species
994484,Pseudomonas brassicacearum subsp. brassicacearum NFM421,genome
69218,Enterobacter cancerogenus,species
2203895,Psychrobacter sp. YP14,species
943,Ehrlichia,genus
945,Ehrlichia chaffeensis,species
1249653,Ehrlichia chaffeensis Liberty,genome
596154,Alicycliphilus denitrificans K601,genome
85108,Halorhodospira,genus
1052,Halorhodospira halochloris,species
1404367,Bradyrhizobium symbiodeficiens,species
198618,Pseudomonas umsongensis,species
335929,Erythrobacteraceae,family
1111,Porphyrobacter,genus
1112,Porphyrobacter neustonensis,species
1504981,Halomonas sp. KO116,species
54526,Pelagibacterales,order
1655514,Pelagibacteraceae,family
198251,Candidatus Pelagibacter,genus
2563896,Candidatus Pelagibacter giovannonii,species
213422,Geobacteraceae,family
28231,Geobacter,genus
443143,Geobacter sp. M18,species
32012,Thiomonas,genus
926,Thiomonas intermedia,species
75379,Thiomonas intermedia K12,genome
93681,Roseateles,genus
76731,Roseateles depolymerans,species
1825976,Neorhizobium sp. NCHU2750,species
380394,Acidithiobacillus ferrooxidans ATCC 53993,genome
29543,Pelobacter propionicus,species
338966,Pelobacter propionicus DSM 2379,genome
803,Bartonella quintana,species
1225179,Bartonella quintana RM-11,genome
303,Pseudomonas putida,species
1211579,Pseudomonas putida NBRC 14164,genome
2605945,Chromobacterium sp. 257-1,species
361177,Altererythrobacter,genus
543877,Altererythrobacter marensis,species
81,Hyphomicrobium,genus
717785,Hyphomicrobium sp. MC1,species
443144,Geobacter sp. M21,species
33047,Bartonella vinsonii,species
1094497,Bartonella vinsonii subsp. berkhoffii Winnie,genome
336203,Sphingobium fuliginis,species
1208342,Sphingobium fuliginis ATCC 27551,genome
931866,Bradyrhizobium ottawaense,species
416344,Burkholderia sp. KJ006,species
1403053,Bordetella pertussis 137,genome
235899,Nautiliales,order
224467,Nautiliaceae,family
191291,Nautilia,genus
244787,Nautilia profundicola,species
598659,Nautilia profundicola AmH,genome
768,Anaplasma,genus
770,Anaplasma marginale,species
234826,Anaplasma marginale St. Maries,genome
936476,Marinomonas posidonica,species
491952,Marinomonas posidonica IVIA-Po-181,genome
330922,Psychrobacter cryohalolentis,species
335284,Psychrobacter cryohalolentis K5,genome
672,Vibrio vulnificus,species
914127,Vibrio vulnificus MO6-24/O,genome
283699,Pseudoalteromonas sp. Bsw20308,species
55601,Vibrio anguillarum,species
882102,Vibrio anguillarum 775,genome
99287,Salmonella enterica subsp. enterica serovar Typhimurium LT2 (Salmonella typhimurium LT2),genome
1330547,Kosakonia,genus
208223,Kosakonia cowanii,species
1300165,Kosakonia cowanii JCM 10956 = DSM 18146,genome
894,Desulfobulbus propionicus,species
577650,Desulfobulbus propionicus DSM 2032,genome
1334193,[Enterobacter] lignolyticus,species
701347,Enterobacter lignolyticus SCF1 (Enterobacter cloacae SCF1),genome
1055524,Burkholderia cenocepacia H111,genome
1734920,Pseudorhodoplanes,genus
1235591,Pseudorhodoplanes sinuspersici,species
47885,Pseudomonas oryzihabitans,species
585055,Escherichia coli 55989 (EAEC),genome
756892,Acinetobacter indicus,species
1321941,Helicobacter pylori UM298,genome
2202828,Methylobacterium sp. 17Sr1-43,species
118968,Coxiellaceae,family
254245,Aquicella,genus
254246,Aquicella lusitana,species
1716143,Pseudodesulfovibrio indicus,species
391896,Rickettsia bellii OSU 85-389,genome
782,Rickettsia prowazekii,species
272947,Rickettsia prowazekii Madrid E,genome
29574,Taylorella,genus
29575,Taylorella equigenitalis,species
1091497,Taylorella equigenitalis 14/56,genome
634452,Acetobacter pasteurianus IFO 3283-01,genome
529,Ochrobactrum anthropi,species
890,Desulfuromonas,genus
1823759,Desulfuromonas sp. DDH964,species
1780362,Campylobacter geochelonis,species
515393,Pseudomonas yamanorum,species
941193,Pseudomonas aeruginosa M18,genome
119044,Filomicrobium,genus
1608628,Candidatus Filomicrobium marinum,species
1267577,Candidatus Kinetoplastibacterium crithidii,genome
431946,Escherichia coli O150:H5 SE15 (commensal),genome
187492,Thalassolituus,genus
187493,Thalassolituus oleivorans,species
1298593,Thalassolituus oleivorans MIL-1,genome
1968541,Sulfitobacter sp. D7,species
1208922,Candidatus Kinetoplastibacterium blastocrithidii TCC012E,genome
1543705,Nitrospirillum,genus
28077,Nitrospirillum amazonense,species
1441467,Nitrospirillum amazonense CBAmC,genome
454166,Salmonella enterica subsp. enterica serovar Agona SL483,genome
670,Vibrio parahaemolyticus,species
1338034,Vibrio parahaemolyticus O1:Kuk FDA_R31,genome
488446,Burkholderia latens,species
89583,Gluconacetobacter,genus
33996,Gluconacetobacter diazotrophicus,species
272568,Gluconacetobacter diazotrophicus PA1 5 (Brazil),genome
931281,Pseudomonas putida BIRD-1,genome
41275,Brevundimonas,genus
1827469,Brevundimonas sp. GW460-12-10-14-LB2,species
2016596,Azoarcus sp. M9-3-2,species
56730,Rhizobium gallicum,species
1418105,Rhizobium gallicum bv. gallicum R602,genome
2008790,Thiobacillaceae,family
919,Thiobacillus,genus
36861,Thiobacillus denitrificans,species
292415,Thiobacillus denitrificans ATCC 25259,genome
571800,Psychrobacter sp. G,species
1030,Thiothrix,genus
1032,Thiothrix sp.,species
1427356,Hyphomicrobium nitrativorans,species
1029756,Hyphomicrobium nitrativorans NL23,genome
538,Eikenella,genus
2528037,Eikenella exigua,species
899,Desulfomicrobium baculatum,species
525897,Desulfomicrobium baculatum DSM 4028,genome
13689,Sphingomonas paucimobilis,species
310575,Advenella kashmirensis,species
1036672,Advenella kashmirensis WT001,genome
200,Campylobacter curvus,species
360105,Campylobacter curvus 525.92,genome
866630,Haemophilus influenzae F3031 (nontypeable),genome
396,Rhizobium phaseoli,species
484021,Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 (serotype K1),genome
265,Paracoccus,genus
1499308,Paracoccus mutanolyticus,species
1248902,Escherichia coli O145:H28 RM13514 (EHEC),genome
257310,Bordetella bronchiseptica RB50,genome
213119,Desulfobacteraceae,family
2295,Desulfobacterium,genus
2296,Desulfobacterium autotrophicum,species
177437,Desulfobacterium autotrophicum HRM2,genome
323620,Shinella,genus
879274,Shinella sp. HZN7,species
1340851,Pseudomonas aeruginosa RP73,genome
557723,Glaesserella parasuis SH0165 (Haemophilus parasuis SH0165),genome
83618,Pseudoxanthomonas,genus
314722,Pseudoxanthomonas suwonensis,species
58180,Desulfovibrio alaskensis,species
207559,Desulfovibrio alaskensis G20 (Desulfovibrio desulfuricans G20),genome
1891675,Pantoea alhagi,species
80865,Delftia,genus
180282,Delftia tsuruhatensis,species
85962,Helicobacter pylori 26695,genome
2025949,Herbaspirillum sp. meg3,species
881,Desulfovibrio vulgaris,species
573059,Desulfovibrio vulgaris RCH1,genome
634454,Acetobacter pasteurianus IFO 3283-07,genome
1274631,Bradyrhizobium icense,species
65959,Acetobacter pomorum,species
269258,Nitratiruptor,genus
387092,Nitratiruptor sp. SB155-2,species
1176649,Agrobacterium fabrum,species
176299,Agrobacterium fabrum C58 (Agrobacterium tumefaciens C58),genome
742030,Salinisphaerales,order
742031,Salinisphaeraceae,family
180541,Salinisphaera,genus
2183911,Salinisphaera sp. LB1,species
1123519,Pseudomonas stutzeri DSM 10701,genome
449719,Granulosicoccaceae,family
437504,Granulosicoccus,genus
437505,Granulosicoccus antarcticus,species
1192854,Granulosicoccus antarcticus IMCC3135,genome
212,Helicobacter acinonychis,species
382638,Helicobacter acinonychis Sheeba,genome
331112,Escherichia coli O9 HS (commensal strain),genome
718,Actinobacillus equuli,species
202947,Actinobacillus equuli subsp. equuli 19392,genome
391613,Roseovarius sp. TM1035,species
2203213,Roseovarius sp. AK1035,genome
626,Xenorhabdus,genus
40577,Xenorhabdus poinarii,species
1354304,Xenorhabdus poinarii G6,genome
67854,Actinobacillus succinogenes,species
339671,Actinobacillus succinogenes 130Z,genome
1861863,Sinimarinibacterium,genus
2698684,Sinimarinibacterium sp. NLF-5-8,species
263369,Bacteriovoracaceae,family
146784,Bacteriovorax,genus
960,Bacteriovorax stolpii,species
2060726,Neorhizobium sp. SOG26,species
1397108,Celeribacter marinus,species
1259973,Raoultella electrica,species
1594166,Oricola,genus
2742145,Oricola sp. MEBiC13590,species
480119,Acinetobacter baumannii AB0057,genome
1628086,Pseudomonas kribbensis,species
220664,Pseudomonas protegens Pf-5,genome
92944,Ketogulonicigenium,genus
92945,Ketogulonicigenium vulgare,species
880591,Ketogulonicigenium vulgare Y25,genome
1328881,Candidatus Midichloriaceae,family
1802983,Candidatus Fokinia,genus
1802984,Candidatus Fokinia solitaria,species
1850250,Rhodobacter sp. LPB0142,species
1412459,Salmonella enterica subsp. enterica serovar Enteritidis EC20090193,genome
318147,Paucibacter,genus
1768242,Paucibacter sp. KCTC 42545,species
1004954,Brucella suis bv. 1 S2,genome
37372,Helicobacter bilis,species
28449,Neisseria subflava,species
656179,Pandoraea faecigallinarum,species
125216,Roseomonas,genus
207340,Roseomonas mucosa,species
476213,Salmonella enterica subsp. enterica serovar Paratyphi C RKS4594,genome
879567,Pseudodesulfovibrio piezophilus,species
1322246,Pseudodesulfovibrio piezophilus C1TLV30 (Desulfovibrio piezophilus C1TLV30),genome
463040,Bordetella genomosp. 13,species
316612,Methylibium,genus
105560,Methylibium petroleiphilum,species
420662,Methylibium petroleiphilum PM1,genome
76890,Asticcacaulis,genus
78587,Asticcacaulis excentricus,species
573065,Asticcacaulis excentricus CB 48,genome
338,Xanthomonas,genus
56464,Xanthomonas theicola,species
44013,Polynucleobacter,genus
576610,Polynucleobacter necessarius,species
452638,Polynucleobacter necessarius STIR1,genome
1660076,Campylobacter sp. RM12175,species
266834,Sinorhizobium meliloti 1021,genome
71,Simonsiella,genus
72,Simonsiella muelleri,species
641147,Simonsiella muelleri ATCC 29453,genome
715451,Alteromonas naphthalenivorans,species
60478,Shewanella amazonensis,species
326297,Shewanella amazonensis SB2B,genome
134,Methylocystis parvus,species
320373,Burkholderia pseudomallei 668,genome
158836,Enterobacter hormaechei,species
299766,Enterobacter hormaechei subsp. steigerwaltii 34977,genome
298657,Pseudoalteromonas spongiae,species
1117319,Pseudoalteromonas spongiae UST010723-006,genome
205920,Ehrlichia chaffeensis Arkansas,genome
69657,Hyphomonadaceae,family
74317,Maricaulis,genus
74318,Maricaulis maris,species
394221,Maricaulis maris MCS10,genome
40576,Xenorhabdus bovienii,species
1822464,Paraburkholderia,genus
252970,Paraburkholderia phenoliruptrix,species
1229205,Paraburkholderia phenoliruptrix BR3459a,genome
316058,Rhodopseudomonas palustris HaA2,genome
2030797,Glaesserella sp. 15-184,species
1649510,Variibacter,genus
1333996,Variibacter gotjawalensis,species
655307,Neisseria sp. KEM232,species
1236179,Janthinobacterium sp. B9-8,species
442694,Xanthomonas perforans,species
54736,Salmonella bongori,species
1382510,Salmonella bongori serovar 48:z41:-- RKS3044,genome
338565,Erwinia tasmaniensis,species
465817,Erwinia tasmaniensis Et1/99,genome
739141,Methylobacterium sp. XJLW,species
47880,Pseudomonas fulva,species
743720,Pseudomonas fulva 12-X,genome
1288313,Gluconobacter oxydans DSM 3504,genome
374930,Haemophilus influenzae PittEE (nontypeable),genome
119857,Francisella tularensis subsp. holarctica FTT_1,genome
267889,Colwelliaceae,family
28228,Colwellia,genus
2161872,Colwellia sp. Arc7-D,species
83654,Leclercia,genus
2681307,Leclercia sp. J807,species
453227,Desulfarculales,order
453228,Desulfarculaceae,family
453229,Desulfarculus,genus
453230,Desulfarculus baarsii,species
644282,Desulfarculus baarsii DSM 2075,genome
106591,Ensifer,genus
375549,Ensifer mexicanus,species
1646340,Kosakonia pseudosacchari,species
1418110,Aeromonas hydrophila AL09-71,genome
28065,Rhodoferax,genus
2509614,Rhodoferax sediminis,species
399599,Shewanella baltica OS195,genome
1793721,Stenotrophomonas sp. KCTC 12332,species
413501,Cronobacter muytjensii,species
1159613,Cronobacter muytjensii ATCC 51329,genome
292486,Avibacterium,genus
728,Avibacterium paragallinarum,species
218207,Desulfatibacillum,genus
218208,Desulfatibacillum aliphaticivorans,species
435,Acetobacter aceti,species
1609758,Novosphingobium sp. P6W,species
634455,Acetobacter pasteurianus IFO 3283-22,genome
1028801,Neorhizobium galegae bv. officinalis bv. officinalis HAMBI 1141,genome
397260,Sphingomonas sanxanigenens,species
1123269,Sphingomonas sanxanigenens DSM 19645 = NX02,genome
215221,Komagataeibacter rhaeticus,species
859656,Ralstonia solanacearum CFBP2957,genome
1321940,Helicobacter pylori UM066,genome
579,Kluyvera,genus
61648,Kluyvera intermedia,species
2678886,Pulveribacter,genus
2116657,Pulveribacter suum,species
368607,Janthinobacterium svalbardensis,species
948107,Paraburkholderia sprentiae,species
754502,Paraburkholderia sprentiae WSM5005,genome
1105103,Rickettsia rickettsii Hauke,genome
1524216,Labilitrichaceae,family
1524217,Labilithrix,genus
1391654,Labilithrix luteola,species
2067960,Azoarcus sp. SY39,species
375,Bradyrhizobium japonicum,species
657445,Francisella noatunensis,species
1163389,Francisella orientalis Toba 04,genome
1380768,Campylobacter jejuni subsp. jejuni 00-2538,genome
671990,Serratia sp. FGI94,species
453783,Lysobacter soli,species
85413,Bosea,genus
1792307,Bosea sp. PAMC 26642,species
1055532,Helicobacter pylori Aklavik86,genome
1249471,Burkholderia pseudomallei MSHR146,genome
158483,Cedecea,genus
158823,Cedecea lapagei,species
876364,Cupriavidus sp. USMAA2-4,species
94624,Bordetella petrii,species
340100,Bordetella petrii DSM 12804,genome
2115980,Candidatus Phycorickettsia,genus
2115978,Candidatus Phycorickettsia trachydisci,species
1436289,Candidatus Symbiobacter,genus
1436290,Candidatus Symbiobacter mobilis,species
946483,Candidatus Symbiobacter mobilis CR (Comamonadaceae bacterium CR),genome
779,Ehrlichia ruminantium,species
302409,Ehrlichia ruminantium Gardel,genome
56455,Xanthomonas hyacinthi,species
687,Vibrio gazogenes,species
33073,Zymobacter,genus
33074,Zymobacter palmae,species
1434046,Sphingorhabdus,genus
1806885,Sphingorhabdus sp. M41,species
241368,Desulfovibrio ferrophilus,species
339,Xanthomonas campestris,species
190485,Xanthomonas campestris pv. campestris ATCC 33913,genome
2579250,Nautilia sp. PV-1,species
730,[Haemophilus] ducreyi,species
233412,Haemophilus ducreyi 35000HP,genome
375286,Janthinobacterium sp. Marseille,species
2678688,Pseudodesulfovibrio sp. SRB007,species
93682,Roseivivax,genus
2588299,Roseivivax sp. THAF197b,species
204039,Dickeya dianthicola,species
1306405,Dickeya dianthicola RNS04.9,genome
360106,Campylobacter fetus subsp. fetus 82-40,genome
1202540,Candidatus Carsonella ruddii PC isolate NHV,genome
190893,Vibrio coralliilyticus,species
552,Erwinia amylovora,species
716540,Erwinia amylovora ATCC 49946,genome
522,Acidiphilium,genus
62140,Acidiphilium multivorum,species
926570,Acidiphilium multivorum AIU301,genome
1154756,Serratia plymuthica PRI-2C,genome
2745590,Rhodobacteraceae bacterium SC52,species
60890,Phaeobacter gallaeciensis,species
1423144,Phaeobacter gallaeciensis DSM 26640,genome
349106,Psychrobacter sp. PRwf-1,species
1518149,Thalassotalea,genus
2552945,Thalassotalea sp. HSM 43,species
573235,Escherichia coli O26:H11 11368 (EHEC),genome
48664,Xanthomonas fragariae,species
32022,Campylobacter jejuni subsp. jejuni YH001,genome
544,Citrobacter,genus
133448,Citrobacter youngae,species
558537,Delftia lacustris,species
314275,Alteromonas mediterranea,species
1300258,Alteromonas mediterranea UM7 (Alteromonas macleodii Ionian Sea UM7),genome
82976,Buttiauxella,genus
82977,Buttiauxella agrestis,species
1927833,Candidatus Fukatsuia,genus
1878942,Candidatus Fukatsuia symbiotica,species
34067,Cycloclasticus,genus
728003,Cycloclasticus sp. PY97N,species
1197719,Salmonella bongori N268-08,genome
1273266,Campylobacter fetus subsp. venerealis cfvi03/293,genome
1706375,Spongiibacteraceae,family
630749,Spongiibacter,genus
1620392,Spongiibacter sp. IMCC21906,species
1105100,Rickettsia rickettsii Hino,genome
2675054,Thiomicrorhabdus sp. aks77,species
1985254,Xanthomonas phaseoli,species
317013,Xanthomonas phaseoli pv. phaseoli CFBP6546R,genome
235,Brucella abortus,species
520454,Brucella abortus bv. 6 870,genome
69,Lysobacter enzymogenes,species
261317,Buchnera aphidicola BCtu,genome
122587,Neisseria meningitidis Z2491 (serogroup A),genome
201,Campylobacter lari,species
1388749,Campylobacter lari NCTC 11845,genome
71655,Brenneria,genus
1109412,Brenneria goodwinii,species
2126319,Variovorax sp. PMC12,species
158822,Cedecea neteri,species
321983,Massilia albidiflava,species
374106,Campylobacter cuniculorum,species
1121267,Campylobacter cuniculorum DSM 23162 = LMG 24588,genome
621,Shigella boydii,species
344609,Shigella boydii CDC 3083-94 (serotype 18),genome
391036,Ehrlichia sp. HF,species
1249526,Mannheimia haemolytica USDA-ARS-USMARC-185,genome
2599640,Bosea sp. F3-2,species
120576,Brucella pinnipedialis,species
1903412,Hafniaceae,family
635,Edwardsiella,genus
1578828,Edwardsiella sp. EA181011,species
776,Coxiella,genus
2054173,Candidatus Coxiella mudrowiae,species
223967,Methylorubrum populi,species
441620,Methylorubrum populi BJ001,genome
56812,Shewanella frigidimarina,species
318167,Shewanella frigidimarina NCIMB 400,genome
1649468,Melaminivora,genus
2109913,Melaminivora sp. SC2-9,species
1563222,Citrobacter pasteurii,species
2425,Teredinibacter,genus
2426,Teredinibacter turnerae,species
377629,Teredinibacter turnerae T7901,genome
769,Anaplasma centrale,species
574556,Anaplasma centrale Israel,genome
326523,Neisseria zoodegmatis,species
149539,Salmonella enterica subsp. enterica serovar Enteritidis OLF-SE1-1019-1,genome
314565,Xanthomonas campestris pv. campestris 8004 (Beijing),genome
68895,Cupriavidus basilensis,species
765963,Helicobacter pylori PeCan4,genome
573657,Candidatus Hodgkinia,genus
573658,Candidatus Hodgkinia cicadicola,species
573234,Candidatus Hodgkinia cicadicola Dsem,genome
321846,Pseudomonas simiae,species
59,Vitreoscilla,genus
96942,Vitreoscilla sp. C1,species
152682,Sphingomonas melonis,species
621456,Sphingomonas melonis TY,genome
85698,Achromobacter xylosoxidans,species
2133959,Bartonella kosoyi,species
2008795,Azonexaceae,family
73029,Dechloromonas,genus
2231055,Dechloromonas sp. HYN0024,species
657,Photobacterium,genus
38293,Photobacterium damselae,species
85581,Photobacterium damselae subsp. damselae KC-Na-1,genome
1443919,Tabrizicola,genus
2494374,Tabrizicola piscis,species
788,Rickettsia canadensis,species
1105107,Rickettsia canadensis CA410,genome
238749,Diaphorobacter,genus
1288495,Diaphorobacter aerolatus,species
66969,Legionella waltersii,species
507,Alcaligenes,genus
511,Alcaligenes faecalis,species
2283318,Moraxellaceae bacterium HYN0046,species
1411902,Celeribacter manganoxidans,species
1902578,Candidatus Tokpelaia,genus
1902579,Candidatus Tokpelaia hoelldoblerii,species
1699622,Psychrobacter sp. P2G3,species
510831,Francisella tularensis subsp. tularensis NE061598,genome
2057741,Bradyrhizobium sp. SK17,species
1938605,Brevundimonas sp. LM2,species
230666,Chitinibacter,genus
1737446,Chitinibacter fontanus,species
309868,Candidatus Liberibacter americanus,species
1261131,Candidatus Liberibacter americanus Sao Paulo,genome
59754,Alcanivorax borkumensis,species
393595,Alcanivorax borkumensis SK2,genome
1093787,Pseudomonas aeruginosa DK2,genome
1463165,Klebsiella quasipneumoniae,species
1201032,Campylobacter jejuni subsp. jejuni PT14,genome
85404,Mannheimia varigena,species
1433287,Mannheimia varigena USDA-ARS-USMARC-1296,genome
652103,Rhodopseudomonas palustris DX-1,genome
873191,Arcobacter defluvii,species
1004787,Alteromonas macleodii Balearic Sea AD45,genome
55518,Magnetospirillum gryphiswaldense,species
1430440,Magnetospirillum gryphiswaldense MSR-1 v2,genome
1295392,Photobacterium gaetbulicola,species
658445,Photobacterium gaetbulicola Gung47,genome
1053648,Candidatus Tremblaya princeps PCVAL,genome
45404,Beijerinckiaceae,family
120652,Methylocella,genus
227605,Methylocella tundrae,species
525146,Desulfovibrio desulfuricans ATCC 27774,genome
255475,Aurantimonadaceae,family
293088,Martelella,genus
1486262,Martelella endophytica,species
1644131,Janthinobacterium sp. 1_2014MBL_MicDiv,species
486,Neisseria lactamica,species
489653,Neisseria lactamica 020-06,genome
251535,Candidatus Blochmannia vafer,species
859654,Candidatus Blochmannia vafer BVAF,genome
246861,Grimontia,genus
673,Grimontia hollisae,species
235572,Candidatus Portiera,genus
91844,Candidatus Portiera aleyrodidarum,species
56877,Helicobacter bizzozeronii,species
1002804,Helicobacter bizzozeronii CIII-1,genome
36873,Paraburkholderia xenovorans,species
266265,Paraburkholderia xenovorans LB400 (Burkholderia xenovorans LB400),genome
1125630,Klebsiella pneumoniae subsp. pneumoniae HS11286,genome
911,Nitrobacter,genus
913,Nitrobacter winogradskyi,species
323098,Nitrobacter winogradskyi Nb-255,genome
1335631,Frischella,genus
1267021,Frischella perrara,species
56459,Xanthomonas vasicola,species
325776,Xanthomonas vasicola pv. vasculorum SAM119,genome
561501,Buchnera aphidicola Tuc7,genome
198215,Shigella flexneri 2457T (serotype 2a),genome
859653,alpha proteobacterium HIMB5,species
1311759,Mannheimia haemolytica D171,genome
1174529,Candidatus Liberibacter asiaticus gxpsy,genome
1352356,Helicobacter pylori SouthAfrica20,genome
347,Xanthomonas oryzae,species
383407,Xanthomonas oryzae pv. oryzicola BLS256,genome
2259883,Acetobacter sp. JWB,species
221822,Phaeobacter inhibens,species
391619,Phaeobacter inhibens DSM 17395 (Phaeobacter gallaeciensis DSM 17395),genome
73010,Aeromonas encheleia,species
933,Thiomicrospira,genus
147268,Thiomicrospira cyclica,species
717773,Thiomicrospira cyclica ALM1 (Thioalkalimicrobium cyclicum ALM1),genome
405440,Xylella fastidiosa M12,genome
35703,Citrobacter amalonaticus,species
89184,Ruegeria pomeroyi,species
246200,Ruegeria pomeroyi DSS-3,genome
1706373,Microbulbiferaceae,family
48073,Microbulbifer,genus
2587856,Microbulbifer sp. THAF38,species
585535,Helicobacter pylori 35A,genome
2494701,Enterobacter chengduensis,species
2202827,Methylobacterium terrae,species
396595,Thioalkalivibrio sp. K90mix,species
75787,Rhodocyclaceae,family
1898103,Rhodocyclaceae bacterium,species
511145,Escherichia coli K-12 MG1655,genome
456327,Xanthomonas euvesicatoria,species
316273,Xanthomonas campestris pv. vesicatoria 85-10,genome
2299,Desulfosarcina,genus
571177,Desulfosarcina alkanivorans,species
631,Yersinia intermedia,species
28107,Pseudoalteromonas espejiana,species
1314869,Pseudoalteromonas espejiana DSM 9414,genome
696749,Acinetobacter baumannii 1656-2,genome
528244,Azospirillum thiophilum,species
937774,Taylorella equigenitalis MCE9,genome
225194,Geobacter bemidjiensis,species
404380,Geobacter bemidjiensis Bem,genome
743721,Pseudoxanthomonas suwonensis 11-1,genome
1892855,Sphingosinicella sp. BN140058,species
202950,Acinetobacter baylyi,species
62977,Acinetobacter baylyi ADP1 (Acinetobacter sp. ADP1),genome
346,Xanthomonas citri,species
611301,Xanthomonas citri pv. citri mf20 (Xanthomonas citri subsp. citri mf20),genome
1462615,Halarcobacter ebronensis,species
1004785,Alteromonas macleodii Black Sea 11,genome
2520507,Shewanella maritima,species
2211641,Yoonia,genus
245188,Yoonia vestfoldensis,species
2732067,Nitrosomonadales bacterium 0125_3,species
53945,Octadecabacter,genus
1458307,Octadecabacter temperatus,species
583,Proteus,genus
584,Proteus mirabilis,species
1266738,Proteus mirabilis BB2000,genome
777,Coxiella burnetii,species
434923,Coxiella burnetii CbuG_Q212,genome
59803,Sphingomonas echinoides,species
28232,Geobacter metallireducens,species
269799,Geobacter metallireducens GS-15,genome
114615,Bradyrhizobium sp. ORS 278,species
1420916,Marinobacter similis,species
669,Vibrio harveyi,species
2685927,Tardibacter,genus
1921510,Tardibacter chloracetimidivorans,species
568708,Salmonella enterica subsp. enterica serovar Typhimurium D23580,genome
481805,Escherichia coli ATCC 8739,genome
106648,Acinetobacter bereziniae,species
1920116,Leclercia sp. LSNIH3,species
1234600,Helicobacter pylori Rif2,genome
2045208,Massilia violaceinigra,species
1715720,Diaphorobacter ruginosibacter,species
82367,Paracoccus pantotrophus,species
41977,Azoarcus communis,species
65741,Pseudomonas knackmussii,species
1301098,Pseudomonas knackmussii B13,genome
1249662,Burkholderia thailandensis E444,genome
93222,Pandoraea sputorum,species
2490452,Serpentinomonas,genus
1458425,Serpentinomonas raichei,species
393011,Francisella tularensis subsp. holarctica OSU18,genome
1593482,Massilia sp. YMA4,species
994692,Candidatus Kinetoplastibacterium desouzaii,species
1208919,Candidatus Kinetoplastibacterium desouzaii TCC079E,genome
2220073,Bdellovibrio sp. NC01,species
1335745,Spiribacter,genus
1335746,Spiribacter salinus,species
1260251,Spiribacter salinus M19-40,genome
1016987,Novosphingobium sp. THN1,species
93219,Pandoraea norimbergensis,species
29487,Photorhabdus,genus
2218628,Photorhabdus laumondii,species
243265,Photorhabdus laumondii subsp. laumondii TTO1 (Photorhabdus luminescens subsp. laumondii TTO1),genome
488731,Burkholderia seminalis,species
135577,Idiomarina loihiensis,species
283942,Idiomarina loihiensis L2TR,genome
2587862,Vibrio sp. THAF100,species
1263978,Candidatus Endolissoclinum,genus
1263979,Candidatus Endolissoclinum faulkneri,species
1401328,Candidatus Endolissoclinum faulkneri L5,genome
217204,Achromobacter insolitus,species
2321113,Pseudoarcobacter,genus
1849015,Pseudoarcobacter acticola,species
47420,Hydrogenophaga,genus
2565558,Hydrogenophaga sp. PAMC20947,species
497724,Campylobacter subantarcticus,species
1388752,Campylobacter subantarcticus LMG 24377,genome
29581,Janthinobacterium lividum,species
618,Serratia odorifera,species
212743,Rhizobacter,genus
946333,Rhizobacter gummiphilus,species
1427342,Pseudomonas aeruginosa SCV20265,genome
2042066,Paraphotobacterium,genus
1755811,Paraphotobacterium marinum,species
543913,beta proteobacterium CB,species
951,Neorickettsia sennetsu,species
222891,Neorickettsia sennetsu Miyayama,genome
1777866,Mesorhizobium erdmanii,species
204722,Brucella suis 1330,genome
548,Klebsiella aerogenes,species
1028307,Klebsiella aerogenes KCTC 2190 (Enterobacter aerogenes KCTC 2190),genome
2171755,Rhodobacteraceae bacterium BAR1,species
1068,Rhodomicrobium,genus
1069,Rhodomicrobium vannielii,species
648757,Rhodomicrobium vannielii ATCC 17100,genome
1324350,Acinetobacter equi,species
2575375,Pantoea sp. SO10,species
1048689,Escherichia coli O55:H7 RM12579 (EPEC),genome
2080469,Zoogloeaceae bacteirum Par-f-2,species
1439855,Burkholderia pseudomallei A79A,genome
24,Shewanella putrefaciens,species
399804,Shewanella putrefaciens 200,genome
216595,Pseudomonas fluorescens SBW25,genome
183190,Xylella fastidiosa Temecula1,genome
933093,Legionella pneumophila subsp. pneumophila ATCC 43290 (serogroup 12),genome
1903416,Budviciaceae,family
82980,Leminorella,genus
158841,Leminorella richardii,species
244734,Bradyrhizobium betae,species
283,Comamonas,genus
1082851,Comamonas serinivorans,species
29423,Legionella oakridgensis,species
