ko_id,name,label
K01576,"benzoylformate decarboxylase [EC:4.1.1.7]",ko
K14479,"procyclin",ko
K15953,"10-carbomethoxy-13-deoxycarminomycin esterase",ko
K05956,"geranylgeranyl transferase type-2 subunit beta [EC:2.5.1.60]",ko
K17893,"ubiquinol oxidase [EC:1.10.3.11]",ko
K22372,"E3 ISG15--protein ligase [EC:2.3.2.-]",ko
K14526,"ribonuclease P/MRP protein subunit POP7 [EC:3.1.26.5]",ko
K12010,"tripartite motif-containing protein 29",ko
K22709,"poly(ribitol-phosphate) beta-glucosyltransferase [EC:2.4.1.53]",ko
K10064,"asialoglycoprotein receptor 2",ko
K11862,"ubiquitin thioesterase ZRANB1 [EC:3.4.19.12]",ko
K17040,"microRNA 30c",ko
K10443,"kelch-like protein 2/3",ko
K13500,"chondroitin synthase [EC:2.4.1.175 2.4.1.226]",ko
K05485,"interleukin 37",ko
K03519,"aerobic carbon-monoxide dehydrogenase medium subunit [EC:1.2.5.3]",ko
K01656,"anthranilate synthase / indole-3-glycerol phosphate synthase [EC:4.1.3.27 4.1.1.48]",ko
K04320,"melanin-concentrating hormone receptor 1",ko
K14730,"(-)-trans-carveol dehydrogenase [EC:1.1.1.243]",ko
K13912,"deleted in malignant brain tumors 1 protein",ko
K13877,"2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]",ko
K00266,"glutamate synthase (NADPH) small chain [EC:1.4.1.13]",ko
K10491,"zinc finger and BTB domain-containing protein 4",ko
K20141,"2-oxoglutarate carboxylase small subunit [EC:6.4.1.7]",ko
K00281,"glycine dehydrogenase [EC:1.4.4.2]",ko
K03335,"inosose dehydratase [EC:4.2.1.44]",ko
K06488,"CDW52 antigen",ko
K18600,"potein LDB18",ko
K12036,"tripartite motif-containing protein 72",ko
K15526,"L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase [EC:6.3.1.13]",ko
K06318,"forespore regulator of the sigma-K checkpoint",ko
K05502,"bone morphogenetic protein 1 [EC:3.4.24.19]",ko
K18930,"D-lactate dehydrogenase",ko
K03708,"transcriptional regulator of stress and heat shock response",ko
K15068,"protein DIA2",ko
K24445,"protein SLFN14 [EC:3.1.-.-]",ko
K13059,"N-acetylhexosamine 1-kinase [EC:2.7.1.162]",ko
K06453,"CD3Z antigen, zeta polypeptide",ko
K19988,"exocyst complex component 3-like protein 2",ko
K00100,"butanol dehydrogenase [EC:1.1.1.-]",ko
K11160,"diacylglycerol O-acyltransferase 2 [EC:2.3.1.20 2.3.1.75]",ko
K12555,"penicillin-binding protein 2A [EC:2.4.1.129 3.4.16.4]",ko
K00107,"D-arabinono-1,4-lactone oxidase [EC:1.1.3.37]",ko
K17546,"serine/threonine kinase-like domain-containing protein STKLD1",ko
K04423,"mitogen-activated protein kinase kinase kinase 12 [EC:2.7.11.25]",ko
K02328,"DNA polymerase delta subunit 2",ko
K08406,"12-(S)-hydroxy-5,8,10,14-eicosatetraenoic acid receptor",ko
K20832,"galactan endo-beta-1,3-galactanase [EC:3.2.1.181]",ko
K16093,"bacitracin synthase 1",ko
K01534,"Zn2+/Cd2+-exporting ATPase [EC:7.2.2.12 7.2.2.21]",ko
K09536,"DnaJ homolog subfamily C member 16",ko
K08321,"3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase [EC:2.3.1.245]",ko
K02311,"DNA fragmentation factor, 40 kD, beta subunit [EC:3.-.-.-]",ko
K09052,"cAMP response element modulator",ko
K00833,"adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]",ko
K10052,"CCAAT/enhancer binding protein (C/EBP), invertebrate",ko
K22613,"RSV chemokine CX3C homolog",ko
K15676,"rhizoxin biosynthesis, polyketide synthase RhiC",ko
K08523,"heparin-binding EGF-like growth factor",ko
K09526,"DnaJ homolog subfamily C member 6",ko
K07885,"Ras-related protein Rab-27A",ko
K08677,"kumamolisin",ko
K16958,"L-cystine transport system permease protein",ko
K09288,"coiled-coil domain-containing protein 6",ko
K08690,"cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase [EC:1.3.1.56]",ko
K24175,"MFS transporter, MFS domain-containing protein family, molybdate-anion transporter",ko
K02627,"cell cycle regulator",ko
K12979,"beta-hydroxylase [EC:1.14.11.-]",ko
K16544,"centrosomal protein CEP95",ko
K23519,"2,4-diacetylphloroglucinol hydrolase [EC:3.7.1.24]",ko
K02152,"V-type H+-transporting ATPase subunit G",ko
K00646,"malonyl-ACP decarboxylase",ko
K17370,"microRNA 152",ko
K16130,"microcystin synthetase protein McyA",ko
K24419,"methyltransferase-like protein 27 [EC:2.1.1.-]",ko
K23945,"type III secretion system effector",ko
K21955,"DNA damage-regulated autophagy modulator protein 1",ko
K07872,"Ras homolog gene family, member F",ko
K17817,"8-oxo-dGDP phosphatase [EC:3.6.1.58]",ko
K15565,"CTD kinase subunit gamma",ko
K16624,"main hemagglutinin component",ko
K17239,"inositol-phosphate transport system permease protein",ko
K19144,"CRISPR-associated protein Csx3",ko
K23989,"mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [EC:3.2.1.96]",ko
K04160,"5-hydroxytryptamine receptor 4",ko
K16768,"centrosomal protein CEP350",ko
K11984,"U4/U6.U5 tri-snRNP-associated protein 1",ko
K21723,"methylxanthine N3-demethylase [EC:1.14.13.179]",ko
K17780,"mitochondrial import inner membrane translocase subunit TIM8",ko
K00307,"reticuline oxidase [EC:1.21.3.3]",ko
K05523,"D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]",ko
K03397,"indoleacetate---lysine synthetase [EC:6.3.2.20]",ko
K08979,"putative membrane protein",ko
K18005,"[NiFe] hydrogenase diaphorase moiety large subunit [EC:1.12.1.2]",ko
K04849,"voltage-dependent calcium channel N type alpha-1B",ko
K22150,"mevalonyl-CoA hydratase",ko
K15158,"mediator of RNA polymerase II transcription subunit 15, fungi type",ko
K12745,"deacetoxycephalosporin-C hydroxylase [EC:1.14.11.26]",ko
K06015,"N-acyl-D-amino-acid deacylase [EC:3.5.1.81]",ko
K06430,"small acid-soluble spore protein M (minor)",ko
K20010,"Ser/Thr-rich caspase [EC:3.4.22.-]",ko
K14996,"solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 10",ko
K23238,"RpiR family transcriptional regulator, repressor of rpiB and als operon",ko
K08991,"crossover junction endonuclease MUS81 [EC:3.1.22.-]",ko
K08152,"MFS transporter, DHA1 family, multidrug resistance protein B",ko
K21072,"A-kinase anchor protein 28",ko
K12105,"cag pathogenicity island protein 20",ko
K03404,"magnesium chelatase subunit D [EC:6.6.1.1]",ko
K08154,"MFS transporter, DHA1 family, 2-module integral membrane pump EmrD",ko
K16037,"4,5-epoxidase",ko
K09559,"BCL2-associated athanogene 5",ko
K12719,"L-proline---[L-prolyl-carrier protein] ligase [EC:6.2.1.53]",ko
K07165,"transmembrane sensor",ko
K06677,"condensin complex subunit 1",ko
K08799,"maternal embryonic leucine zipper kinase [EC:2.7.11.1]",ko
K10218,"4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17]",ko
K14682,"amino-acid N-acetyltransferase [EC:2.3.1.1]",ko
K07090,"uncharacterized protein",ko
K09645,"vitellogenic carboxypeptidase-like protein [EC:3.4.16.-]",ko
K07991,"archaeal preflagellin peptidase FlaK [EC:3.4.23.52]",ko
K06160,"putative pyoverdin transport system ATP-binding/permease protein",ko
K20555,"type IV secretion system protein TrbK",ko
K17804,"mitochondrial import inner membrane translocase subunit TIM44",ko
K15848,"outer membrane protein SabA",ko
K22961,"G protein-coupled receptor 179",ko
K14939,"cytochrome P450 family 307 subfamily A",ko
K05516,"curved DNA-binding protein",ko
K16347,"entericidin A",ko
K02296,"aryl hydrocarbon receptor nuclear translocator-like protein 1",ko
K06685,"MOB kinase activator 1",ko
K14518,"PII interaction protein X",ko
K15069,"F-box/TPR repeat protein Pof3",ko
K10212,"glycosyl-4,4'-diaponeurosporenoate acyltransferase [EC:2.3.1.-]",ko
K18767,"beta-lactamase class A CTX-M [EC:3.5.2.6]",ko
K22518,"E3 ubiquitin-protein ligase CBL-C [EC:2.3.2.27]",ko
K10377,"syncoilin 1",ko
K22064,"beta-farnesene synthase [EC:4.2.3.47]",ko
K01542,"H+/K+-exchanging ATPase subunit alpha [EC:7.2.2.19]",ko
K14068,"methanophenazine hydrogenase, large subunit [EC:1.12.98.3]",ko
K05457,"neuregulin 3",ko
K18186,"protein PET100, animal type",ko
K13657,"alpha-1,3-mannosyltransferase [EC:2.4.1.252]",ko
K18818,"mannosylglycerate synthase [EC:2.4.1.269]",ko
K20791,"N-alpha-acetyltransferase 10/11 [EC:2.3.1.255]",ko
K21767,"tubulin-specific chaperone D",ko
K23364,"luteothin monooxygenase [EC:1.14.15.37]",ko
K09193,"transcription factor Sp3",ko
K12457,"neurotrophin 4",ko
K03087,"RNA polymerase nonessential primary-like sigma factor",ko
K09131,"uncharacterized protein",ko
K04034,"anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase [EC:1.21.98.3]",ko
K06518,"holin-like protein",ko
K12212,"intracellular multiplication protein IcmJ",ko
K03578,"ATP-dependent helicase HrpA [EC:3.6.4.13]",ko
K15523,"protein-ribulosamine 3-kinase [EC:2.7.1.172]",ko
K02641,"ferredoxin--NADP+ reductase [EC:1.18.1.2]",ko
K00675,"N-hydroxyarylamine O-acetyltransferase [EC:2.3.1.118]",ko
K00261,"glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]",ko
K20597,"JI-20B transaminase / epimerase [EC:2.6.1.-]",ko
K21763,"mitogen-activated protein kinase binding protein 1",ko
K18571,"putative sulfotransferase [EC:2.8.2.-]",ko
K04173,"formyl peptide receptor-like",ko
K16098,"nonribosomal peptide synthetase protein VioF",ko
K05086,"insulin receptor-related receptor [EC:2.7.10.1]",ko
K05690,"catenin (cadherin-associated protein), delta 1",ko
K18715,"nucleoporin NUP159",ko
K13937,"hexose-6-phosphate dehydrogenase [EC:1.1.1.47 3.1.1.31]",ko
K11440,"choline dehydrogenase [EC:1.1.1.1]",ko
K00670,"N-alpha-acetyltransferase 30 [EC:2.3.1.256]",ko
K02721,"photosystem II PsbW protein",ko
K24074,"peptidoglycan recognition protein LE",ko
K19137,"CRISPR-associated protein Csn2",ko
K00196,"anaerobic carbon-monoxide dehydrogenase iron sulfur subunit",ko
K20820,"BLOC-1 related complex subunit 6",ko
K12302,"MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6/7/8",ko
K10938,"accessory colonization factor AcfC",ko
K08460,"adhesion G protein-coupled receptor A1",ko
K12877,"protein mago nashi",ko
K23544,"serine incorporator 1/3",ko
K15600,"putative hydroxymethylpyrimidine transport system ATP-binding protein",ko
K15188,"cyclin T",ko
K17803,"methyltransferase OMS1, mitochondrial [EC:2.1.1.-]",ko
K06792,"aggrecan 1",ko
K04308,"leucine-rich repeat-containing G protein-coupled receptor 5",ko
K20633,"Rho GTPase-activating protein 8",ko
K13947,"auxin efflux carrier family protein",ko
K19595,"membrane fusion protein, gold/copper resistance efflux system",ko
K01930,"folylpolyglutamate synthase [EC:6.3.2.17]",ko
K10696,"E3 ubiquitin-protein ligase BRE1 [EC:2.3.2.27]",ko
K09261,"MADS-box transcription enhancer factor 2B",ko
K10002,"glutamate/aspartate transport system permease protein",ko
K22623,"Herpesvirus interleukin 17",ko
K09203,"early growth response protein 1",ko
K22832,"1,3-beta-glucanosyltransferase GAS1 [EC:2.4.1.-]",ko
K03313,"Na+:H+ antiporter, NhaA family",ko
K17255,"Rab GDP dissociation inhibitor",ko
K12004,"tripartite motif-containing protein 14",ko
K05299,"formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10]",ko
K14687,"solute carrier family 31 (copper transporter), member 2",ko
K19888,"4'-demethylrebeccamycin synthase [EC:4.3.3.5]",ko
K04976,"transient receptor potential cation channel subfamily M member 1",ko
K19155,"toxin YhaV [EC:3.1.-.-]",ko
K19919,"cysteine-rich secretory protein",ko
K14312,"nuclear pore complex protein Nup155",ko
K21391,"adhesion defective protein 3",ko
K09277,"Y-box-binding protein 2",ko
K16152,"heme acquisition protein HasR",ko
K00910,"beta-adrenergic-receptor kinase [EC:2.7.11.15]",ko
K19268,"methylaspartate mutase epsilon subunit [EC:5.4.99.1]",ko
K16503,"cadherin-related family member 3",ko
K23662,"cytochrome P450 family 98 subfamily A9 [EC:1.14.13.-]",ko
K14292,"trimethylguanosine synthase [EC:2.1.1.-]",ko
K07196,"thyroid hormone receptor interactor 10",ko
K05643,"ATP-binding cassette, subfamily A (ABC1), member 3",ko
K10550,"D-allose transport system permease protein",ko
K13073,"polymeric immunoglobulin receptor",ko
K22184,"bromodomain-containing protein 9",ko
K05413,"CD86 antigen",ko
K16397,"epothilone polyketide synthase D",ko
K08222,"MFS transporter, YQGE family, putative transporter",ko
K18138,"multidrug efflux pump",ko
K01275,"cathepsin C [EC:3.4.14.1]",ko
K07331,"archaeal flagellar protein FlaH",ko
K17482,"spermatogenic leucine zipper protein 1",ko
K16211,"maltose/moltooligosaccharide transporter",ko
K16027,"methoxymalonate biosynthesis protein",ko
K09408,"forkhead box protein O3",ko
K07994,"matrix metalloproteinase-13 (collagenase 3) [EC:3.4.24.-]",ko
K19152,"small toxic protein IbsD",ko
K16989,"microRNA 103",ko
K12226,"proline/betaine transport protein TphA",ko
K04446,"nuclear factor of activated T-cells, cytoplasmic 1",ko
K21059,"4-hydroxyphenylalkanoate adenylyltransferase [EC:6.2.1.51]",ko
K08754,"fatty acid-binding protein 5, epidermal",ko
K15552,"taurine transport system permease protein",ko
K04380,"microtubule-associated protein tau",ko
K21019,"diguanylate cyclase [EC:2.7.7.65]",ko
K08225,"MFS transporter, ENTS family, enterobactin (siderophore) exporter",ko
K14334,"carboxy-cis,cis-muconate cyclase [EC:5.5.1.5]",ko
K15675,"rhizoxin biosynthesis, polyketide synthase / nonribosomal peptide synthetase RhiB",ko
K11270,"chromosome transmission fidelity protein 8",ko
K11447,"lysine-specific demethylase 6A [EC:1.14.11.68]",ko
K14956,"6 kDa early secretory antigenic target",ko
K07126,"uncharacterized protein",ko
K02468,"DeoR family transcriptional regulator, glucitol operon repressor",ko
K10242,"cellobiose transport system permease protein",ko
K00824,"D-alanine transaminase [EC:2.6.1.21]",ko
K02960,"small subunit ribosomal protein S16e",ko
K04338,"curli production assembly/transport component CsgF",ko
K21642,"transcriptional repressor OPI1",ko
K22833,"1,3-beta-glucanosyltransferase GAS2 [EC:2.4.1.-]",ko
K07516,"3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]",ko
K06115,"spectrin beta",ko
K24468,"signal peptide, CUB and EGF-like domain-containing protein",ko
K17177,"microRNA 184",ko
K24398,"odontogenesis associated phosphoprotein",ko
K24077,"peptidoglycan-recognition protein LF",ko
K16831,"protein aurora borealis",ko
K22635,"ferruginol monooxygenase / sugiol synthase [EC:1.14.14.60 1.14.14.65]",ko
K24302,"UDP-N-acetylbacillosamine transaminase [EC:2.6.1.34]",ko
K18160,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2",ko
K19184,"fumigaclavine B O-acetyltransferase [EC:2.3.1.205]",ko
K18233,"oleandomycin transport system permease protein",ko
K10266,"F-box and WD-40 domain protein 10",ko
K13606,"chlorophyll(ide) b reductase [EC:1.1.1.294]",ko
K07063,"uncharacterized protein",ko
K17609,"nucleoredoxin [EC:1.8.1.8]",ko
K20509,"carboxybiotin decarboxylase [EC:7.2.4.1]",ko
K14813,"metalloprotease ARX1 [EC:3.-.-.-]",ko
K15902,"EKC/KEOPS complex subunit PCC1/LAGE3",ko
K08695,"anthocyanidin reductase [EC:1.3.1.77]",ko
K03711,"Fur family transcriptional regulator, ferric uptake regulator",ko
K15078,"structure-specific endonuclease subunit SLX1 [EC:3.6.1.-]",ko
K19036,"ATP-dependent RNA/DNA helicase IGHMBP2 [EC:3.6.4.12 3.6.4.13]",ko
K06790,"cell surface A33 antigen",ko
K00613,"glycine amidinotransferase [EC:2.1.4.1]",ko
K07841,"DIRAS family, GTP-binding Ras-like 2",ko
K12493,"ADP-ribosylation factor GTPase-activating protein 2/3",ko
K04112,"benzoyl-CoA reductase subunit C [EC:1.3.7.8]",ko
K03536,"ribonuclease P protein component [EC:3.1.26.5]",ko
K15614,"homeobox protein SIX1",ko
K19924,"serine protease inhibitor Kazal-type 13",ko
K11773,"SWI/SNF complex component SNF6",ko
K12141,"hydrogenase-4 component F [EC:1.-.-.-]",ko
K09363,"POU domain transcription factor, class 1",ko
K21372,"chalcone 4'-O-glucosyltransferase [EC:2.4.1.286]",ko
K17710,"pentatricopeptide repeat domain-containing protein 1",ko
K20600,"mitogen-activated protein kinase 4 [EC:2.7.11.24]",ko
K01919,"glutamate--cysteine ligase [EC:6.3.2.2]",ko
K08671,"proprotein convertase subtilisin/kexin type 4 [EC:3.4.21.-]",ko
K22216,"dehydratase ilvD1",ko
K06255,"basement membrane-specific heparan sulfate proteoglycan core protein",ko
K19133,"CRISPR-associated protein Csb3",ko
K09506,"DnaJ homolog subfamily A member 5",ko
K11437,"type I protein arginine methyltransferase [EC:2.1.1.319]",ko
K06237,"collagen type IV alpha",ko
K03752,"molybdenum cofactor guanylyltransferase [EC:2.7.7.77]",ko
K07843,"RAS, dexamethasone-induced Ras-related protein 1",ko
K17191,"microRNA 500",ko
K19728,"protein unc-13 D",ko
K21701,"AraC family transcriptional regulator, transcriptional activator for feuABC-ybbA operon",ko
K17311,"trehalose transport system substrate-binding protein",ko
K01599,"uroporphyrinogen decarboxylase [EC:4.1.1.37]",ko
K15757,"toluene methyl-monooxygenase [EC:1.14.15.26]",ko
K01461,"N-acyl-D-glutamate deacylase [EC:3.5.1.82]",ko
K19262,"Mastadenovirus fiber protein",ko
K22751,"CBFA2/RUNX1 translocation partner 2",ko
K21672,"2,4-diaminopentanoate dehydrogenase [EC:1.4.1.12 1.4.1.26]",ko
K13749,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 1",ko
K21650,"KSHV transcription activator ORF50",ko
K02566,"NagD protein",ko
K02175,"beta-1,3-galactosyltransferase / beta-1,3-N-acetylglucosaminyltransferase [EC:2.4.1.62 2.4.1.-]",ko
K08793,"serine/threonine kinase 32 [EC:2.7.11.1]",ko
K16785,"energy-coupling factor transport system permease protein",ko
K22049,"S-linalool synthase [EC:4.2.3.25]",ko
K13183,"ATP-dependent RNA helicase DDX50 [EC:3.6.4.13]",ko
K23727,"sphingoid base N-palmitoyltransferase [EC:2.3.1.291]",ko
K07565,"60S ribosome subunit biogenesis protein NIP7",ko
K18113,"miltiradiene synthase / copalyl diphosphate synthase [EC:4.2.3.131 5.5.1.12]",ko
K09481,"protein transport protein SEC61 subunit beta",ko
K11126,"telomerase reverse transcriptase [EC:2.7.7.49]",ko
K18203,"[phosphatase 2A protein]-leucine-carboxy methyltransferase [EC:2.1.1.233]",ko
K16504,"cadherin-related family member 4",ko
K07672,"two-component system, OmpR family, response regulator TrcR",ko
K08915,"light-harvesting complex II chlorophyll a/b binding protein 4",ko
K21796,"phycoerythrobilin synthase [EC:1.3.7.6]",ko
K20222,"importin-5",ko
K22798,"anthranilate-CoA-ACP transferase [EC:6.2.1.-]",ko
K07990,"SH2 domain-containing protein 1A",ko
K01208,"cyclomaltodextrinase / maltogenic alpha-amylase / neopullulanase [EC:3.2.1.54 3.2.1.133 3.2.1.135]",ko
K05565,"multicomponent Na+:H+ antiporter subunit A",ko
K11130,"H/ACA ribonucleoprotein complex subunit 3",ko
K04852,"voltage-dependent calcium channel R type alpha-1E",ko
K14077,"two pore calcium channel protein 2",ko
K02860,"16S rRNA processing protein RimM",ko
K12038,"tripartite motif family-like protein 1",ko
K18866,"zinc D-Ala-D-Ala dipeptidase/carboxypeptidase [EC:3.4.13.22 3.4.17.14]",ko
K23702,"metastasis-associated in colon cancer protein 1",ko
K12238,"salicylate---[aryl-carrier protein] ligase [EC:6.2.1.61]",ko
K06697,"proteasome activator subunit 2 (PA28 beta)",ko
K05545,"tRNA-dihydrouridine synthase 4 [EC:1.3.1.90]",ko
K10378,"filensin",ko
K05917,"sterol 14alpha-demethylase [EC:1.14.14.154 1.14.15.36]",ko
K12324,"atrial natriuretic peptide receptor B [EC:4.6.1.2]",ko
K10489,"zinc finger and BTB domain-containing protein 2",ko
K04169,"gastrin-releasing peptide receptor",ko
K13849,"reticulocyte-binding protein",ko
K21570,"putidaredoxin---NAD+ reductase [EC:1.18.1.5]",ko
K12868,"pre-mRNA-splicing factor SYF2",ko
K09755,"ferulate-5-hydroxylase [EC:1.14.-.-]",ko
K09352,"homeobox protein Nkx, invertebrate",ko
K24066,"synaptopodin-2",ko
K01255,"leucyl aminopeptidase [EC:3.4.11.1]",ko
K05583,"NAD(P)H-quinone oxidoreductase subunit L [EC:7.1.1.2]",ko
K04770,"Lon-like ATP-dependent protease [EC:3.4.21.-]",ko
K21979,"(+)-T-muurolol synthase [EC:4.2.3.98]",ko
K13970,"galactose-inhibitable lectin heavy subunit",ko
K22671,"C-C motif chemokine 9",ko
K06933,"uncharacterized protein",ko
K23479,"CCAAT/enhancer binding protein (C/EBP), other",ko
K07590,"large subunit ribosomal protein L7A",ko
K21599,"circadian-associated transcriptional repressor",ko
K12013,"tripartite motif-containing protein 36 [EC:2.3.2.27]",ko
K22561,"COMM domain containing 5",ko
K02429,"MFS transporter, FHS family, L-fucose permease",ko
K07517,"Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8]",ko
K03801,"lipoyl(octanoyl) transferase [EC:2.3.1.181]",ko
K18559,"NADH-dependent fumarate reductase subunit D",ko
K23496,"neugrin",ko
K05164,"interleukin 17 receptor A",ko
K11188,"peroxiredoxin 6 [EC:1.11.1.7 1.11.1.27 3.1.1.-]",ko
K19265,"L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]",ko
K01441,"alkaline ceramidase [EC:3.5.1.23]",ko
K23937,"syntaxin 10",ko
K18838,"cytoskeleton bundling-enhancing protein CbeA and related proteins",ko
K02240,"competence protein ComFA",ko
K18610,"4-pyridoxolactonase [EC:3.1.1.27]",ko
K16842,"allantoinase [EC:3.5.2.5]",ko
K04293,"sphingosine 1-phosphate receptor 4",ko
K13677,"1,2-diacylglycerol-3-alpha-glucose alpha-1,2-glucosyltransferase [EC:2.4.1.208]",ko
K06460,"CD9 antigen",ko
K08786,"HtrA serine peptidase 4 [EC:3.4.21.-]",ko
K02289,"phycocyanobilin lyase subunit beta [EC:4.4.1.32]",ko
K02626,"arginine decarboxylase [EC:4.1.1.19]",ko
K09009,"uncharacterized protein",ko
K03600,"stringent starvation protein B",ko
K13423,"WRKY transcription factor 25",ko
K01320,"coagulation factor VII [EC:3.4.21.21]",ko
K18023,"membrane-bound hydrogenase subunit mbhJ [EC:1.12.7.2]",ko
K12283,"MSHA biogenesis protein MshM",ko
K13908,"mucin-5B",ko
K21043,"HCMV immunoevasion protein",ko
K16618,"DNA polymerase nu [EC:2.7.7.7]",ko
K12081,"type IV secretion system protein PtlE",ko
K08075,"polynucleotide 3'-phosphatase [EC:3.1.3.32]",ko
K18122,"4-hydroxybutyrate CoA-transferase [EC:2.8.3.-]",ko
K14893,"small nucleolar RNA snR67",ko
K13475,"R protein MLA10",ko
K12817,"pre-mRNA-splicing factor 18",ko
K15154,"mediator of RNA polymerase II transcription subunit 2",ko
K16139,"glucuronide carrier protein",ko
K22966,"sulfate adenylyltransferase (ADP) / adenylylsulfatase [EC:2.7.7.5 3.6.2.1]",ko
K11376,"elongator complex protein 5",ko
K14872,"small nucleolar RNA snR41",ko
K14798,"protein LTV1",ko
K03040,"DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]",ko
K19207,"candicidin polyketide synthase FscD",ko
K14467,"4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40]",ko
K22584,"metalloproteinase inhibitor 4",ko
K20101,"ATP-dependent RNA helicase DHX34 [EC:3.6.4.13]",ko
K10604,"E3 ubiquitin-protein ligase MGRN1 [EC:2.3.2.27]",ko
K01050,"cholinesterase [EC:3.1.1.8]",ko
K20395,"CO300B/D/F antigen",ko
K03118,"sec-independent protein translocase protein TatC",ko
K04920,"potassium channel subfamily K member 10",ko
K08302,"tagatose 1,6-diphosphate aldolase GatY/KbaY [EC:4.1.2.40]",ko
K11456,"polyhomeotic-like protein 1",ko
K08917,"light-harvesting complex II chlorophyll a/b binding protein 6",ko
K09758,"aspartate 4-decarboxylase [EC:4.1.1.12]",ko
K21235,"Begomovirus nuclear shuttle protein",ko
K19226,"cationic peptide transport system substrate-binding protein",ko
K20325,"TetR/AcrR family transcriptional regulator, Clp-modulated transcription factor",ko
K02568,"nitrate reductase (cytochrome), electron transfer subunit",ko
K15267,"mitochondrial transcription factor 1",ko
K20127,"BAI1-associated protein 2-like protein 1",ko
K23309,"zinc finger HIT domain-containing protein 3",ko
K13784,"prothymosin alpha",ko
K18118,"succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18]",ko
K20094,"cell death protein 9",ko
K22944,"bifunctional hemolysin/adenylate cyclase [EC:4.6.1.1]",ko
K15234,"citryl-CoA lyase [EC:4.1.3.34]",ko
K17594,"phosphatase and actin regulator",ko
K22738,"PDF receptor",ko
K19704,"protein phosphatase PTC1 [EC:3.1.3.16]",ko
K01339,"g-renin [EC:3.4.21.54]",ko
K20501,"tetrahydrocannabinolic acid synthase [EC:1.21.3.7]",ko
K00494,"alkanal monooxygenase alpha chain [EC:1.14.14.3]",ko
K22347,"4,4'-dithiodibutanoate disulfide reductase [EC:1.8.1.20]",ko
K06568,"mucin-1",ko
K10049,"CCAAT/enhancer binding protein (C/EBP), gamma",ko
K11187,"peroxiredoxin 5 [EC:1.11.1.24]",ko
K22573,"fumagillin biosynthesis polyketide synthase",ko
K20580,"phosphoribosyltransferase [EC:2.4.2.-]",ko
K10421,"CAP-Gly domain-containing linker protein 1",ko
K17758,"ADP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.136]",ko
K01286,"D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4]",ko
K16071,"disintegrin and metalloproteinase domain-containing protein 7 [EC:3.4.24.-]",ko
K08653,"membrane-bound transcription factor site-1 protease [EC:3.4.21.112]",ko
K23145,"scopoletin 8-hydroxylase [EC:1.14.11.60]",ko
K09788,"2-methylaconitate isomerase [EC:5.3.3.-]",ko
K04129,"muscarinic acetylcholine receptor M1",ko
K00465,"carotenoid 9,10(9',10')-cleavage dioxygenase 1 [EC:1.13.11.-]",ko
K15308,"tristetraprolin",ko
K14343,"solute carrier family 10 (sodium/bile acid cotransporter), member 3/5",ko
K04937,"potassium large conductance calcium-activated channel subfamily M beta member 1",ko
K20062,"arrestin-related trafficking adapter 4/5/7",ko
K17042,"microRNA 224",ko
K07391,"magnesium chelatase family protein",ko
K08771,"aquaporin-7",ko
K21216,"glycosyltransferase [EC:2.4.1.-]",ko
K10278,"F-box and leucine-rich repeat protein 12",ko
K13204,"zinc finger protein 326",ko
K14246,"PKS chain-length factor (CLF/KS beta) [EC:2.3.1.-]",ko
K17852,"cytochrome P450 family 2 subfamily AA",ko
K23760,"protein S100-A3",ko
K14523,"ribonucleases P/MRP protein subunit RPP38 [EC:3.1.26.5]",ko
K02066,"phospholipid/cholesterol/gamma-HCH transport system permease protein",ko
K04932,"potassium voltage-gated channel delayed-rectifier subfamily S member 2",ko
K00551,"phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71]",ko
K22764,"transmembrane protein 107",ko
K06988,"8-hydroxy-5-deazaflavin:NADPH oxidoreductase [EC:1.5.1.40]",ko
K03661,"V-type H+-transporting ATPase 21kDa proteolipid subunit",ko
